Side,Time
S,2018-01-11 12:15:01
S,2018-01-11 12:15:26
S,2018-01-11 12:15:43
S,2018-01-11 12:16:12
S,2018-01-11 12:16:22
B,2018-01-11 12:17:34
S,2018-01-11 12:18:04
S,2018-01-11 12:19:18
B,2018-01-11 12:20:09
B,2018-01-11 12:20:11
B,2018-01-11 12:20:48
B,2018-01-11 12:21:02
S,2018-01-11 12:21:57
S,2018-01-11 12:22:33
S,2018-01-11 12:23:14
S,2018-01-11 12:23:28
B,2018-01-11 12:23:54
S,2018-01-11 12:24:07
S,2018-01-11 12:25:14
B,2018-01-11 12:25:19
S,2018-01-11 12:25:40
S,2018-01-11 12:26:07
S,2018-01-11 12:26:38
S,2018-01-11 12:27:00
B,2018-01-11 12:27:17
B,2018-01-11 12:27:18
B,2018-01-11 12:27:23
B,2018-01-11 12:27:28
B,2018-01-11 12:27:30
S,2018-01-11 12:28:18
S,2018-01-11 12:28:29
B,2018-01-11 12:29:25
B,2018-01-11 12:30:22
B,2018-01-11 12:32:44
S,2018-01-11 12:32:50
B,2018-01-11 12:33:36
S,2018-01-11 12:34:23
S,2018-01-11 12:34:42
S,2018-01-11 12:35:16
S,2018-01-11 12:35:35
B,2018-01-11 12:35:56
S,2018-01-11 12:36:28
S,2018-01-11 12:37:00
B,2018-01-11 12:38:07
S,2018-01-11 12:38:52
S,2018-01-11 12:40:09
S,2018-01-11 12:40:48
B,2018-01-11 12:40:50
S,2018-01-11 12:40:52
S,2018-01-11 12:43:39
B,2018-01-11 12:44:39
B,2018-01-11 12:45:39
S,2018-01-11 12:46:17
S,2018-01-11 12:46:19
B,2018-01-11 12:46:32
S,2018-01-11 12:47:03
B,2018-01-11 12:47:39
S,2018-01-11 12:47:49
B,2018-01-11 12:48:48
S,2018-01-11 12:49:00
B,2018-01-11 12:49:11
B,2018-01-11 12:49:17
B,2018-01-11 12:49:38
B,2018-01-11 12:50:17
B,2018-01-11 12:50:30
S,2018-01-11 12:50:32
S,2018-01-11 12:50:40
B,2018-01-11 12:51:01
S,2018-01-11 12:51:30
S,2018-01-11 12:51:48
S,2018-01-11 12:51:53
S,2018-01-11 12:52:22
S,2018-01-11 12:52:54
S,2018-01-11 12:53:15
B,2018-01-11 12:53:18
S,2018-01-11 12:53:29
S,2018-01-11 12:53:49
S,2018-01-11 12:53:54
B,2018-01-11 12:55:29
S,2018-01-11 12:55:42
S,2018-01-11 12:56:00
S,2018-01-11 12:56:47
B,2018-01-11 12:57:28
S,2018-01-11 12:57:33
B,2018-01-11 12:57:54
S,2018-01-11 12:58:44
B,2018-01-11 12:59:38
B,2018-01-11 13:00:13
B,2018-01-11 13:00:27
S,2018-01-11 13:00:54
B,2018-01-11 13:01:20
B,2018-01-11 13:01:35
B,2018-01-11 13:02:07
B,2018-01-11 13:02:09
S,2018-01-11 13:02:13
S,2018-01-11 13:02:37
S,2018-01-11 13:02:44
S,2018-01-11 13:03:00
B,2018-01-11 13:03:50
S,2018-01-11 13:04:53
B,2018-01-11 13:06:03
S,2018-01-11 13:06:21
S,2018-01-11 13:07:33
S,2018-01-11 13:09:04
B,2018-01-11 13:09:54
S,2018-01-11 13:10:04
S,2018-01-11 13:10:29
S,2018-01-11 13:10:31
B,2018-01-11 13:11:15
S,2018-01-11 13:11:33
S,2018-01-11 13:11:37
B,2018-01-11 13:12:52
B,2018-01-11 13:13:01
S,2018-01-11 13:13:28
S,2018-01-11 13:13:30
S,2018-01-11 13:13:31
B,2018-01-11 13:14:18
B,2018-01-11 13:14:54
B,2018-01-11 13:14:55
S,2018-01-11 13:15:05
B,2018-01-11 13:15:46
S,2018-01-11 13:16:49
B,2018-01-11 13:16:54
B,2018-01-11 13:16:55
B,2018-01-11 13:18:04
S,2018-01-11 13:19:24
S,2018-01-11 13:19:56
S,2018-01-11 13:20:07
S,2018-01-11 13:20:35
B,2018-01-11 13:20:42
S,2018-01-11 13:21:06
B,2018-01-11 13:21:58
S,2018-01-11 13:22:31
S,2018-01-11 13:22:42
B,2018-01-11 13:23:58
B,2018-01-11 13:24:33
S,2018-01-11 13:24:42
S,2018-01-11 13:24:47
B,2018-01-11 13:24:51
B,2018-01-11 13:25:22
B,2018-01-11 13:26:18
B,2018-01-11 13:26:22
B,2018-01-11 13:27:46
S,2018-01-11 13:27:54
S,2018-01-11 13:28:01
S,2018-01-11 13:29:28
S,2018-01-11 13:29:39
B,2018-01-11 13:29:47
B,2018-01-11 13:29:58
B,2018-01-11 13:30:09
S,2018-01-11 13:30:11
B,2018-01-11 13:31:49
B,2018-01-11 13:32:17
S,2018-01-11 13:32:29
S,2018-01-11 13:32:33
S,2018-01-11 13:32:41
B,2018-01-11 13:32:43
B,2018-01-11 13:32:47
S,2018-01-11 13:33:44
S,2018-01-11 13:34:08
B,2018-01-11 13:35:45
S,2018-01-11 13:36:40
B,2018-01-11 13:36:43
S,2018-01-11 13:36:51
S,2018-01-11 13:37:03
S,2018-01-11 13:37:26
B,2018-01-11 13:37:29
B,2018-01-11 13:38:08
S,2018-01-11 13:38:16
B,2018-01-11 13:39:49
S,2018-01-11 13:40:37
S,2018-01-11 13:41:05
B,2018-01-11 13:41:17
B,2018-01-11 13:41:32
B,2018-01-11 13:41:43
B,2018-01-11 13:42:07
S,2018-01-11 13:42:20
B,2018-01-11 13:42:22
B,2018-01-11 13:42:30
S,2018-01-11 13:42:36
S,2018-01-11 13:43:26
S,2018-01-11 13:43:40
S,2018-01-11 13:43:47
B,2018-01-11 13:44:17
B,2018-01-11 13:44:49
S,2018-01-11 13:44:57
S,2018-01-11 13:45:01
B,2018-01-11 13:45:05
B,2018-01-11 13:45:20
B,2018-01-11 13:45:30
B,2018-01-11 13:45:36
B,2018-01-11 13:45:52
S,2018-01-11 13:45:57
S,2018-01-11 13:47:42
S,2018-01-11 13:48:01
S,2018-01-11 13:48:13
B,2018-01-11 13:48:22
S,2018-01-11 13:48:38
B,2018-01-11 13:49:26
B,2018-01-11 13:49:39
B,2018-01-11 13:50:18
B,2018-01-11 13:50:49
B,2018-01-11 13:51:28
B,2018-01-11 13:51:31
B,2018-01-11 13:52:02
S,2018-01-11 13:52:26
B,2018-01-11 13:53:49
S,2018-01-11 13:54:32
S,2018-01-11 13:55:09
B,2018-01-11 13:55:19
B,2018-01-11 13:55:25
S,2018-01-11 13:55:47
S,2018-01-11 13:56:10
S,2018-01-11 13:56:16
S,2018-01-11 13:56:17
B,2018-01-11 13:56:39
B,2018-01-11 13:56:55
B,2018-01-11 13:57:00
S,2018-01-11 13:57:15
B,2018-01-11 13:57:21
S,2018-01-11 13:59:02
B,2018-01-11 14:00:16
S,2018-01-11 14:01:41
B,2018-01-11 14:02:00
B,2018-01-11 14:02:07
S,2018-01-11 14:02:36
S,2018-01-11 14:02:47
S,2018-01-11 14:03:12
S,2018-01-11 14:05:29
S,2018-01-11 14:06:31
B,2018-01-11 14:07:10
S,2018-01-11 14:07:41
B,2018-01-11 14:08:19
B,2018-01-11 14:08:41
B,2018-01-11 14:09:00
B,2018-01-11 14:09:09
B,2018-01-11 14:09:46
S,2018-01-11 14:10:25
S,2018-01-11 14:10:37
B,2018-01-11 14:11:06
B,2018-01-11 14:12:31
S,2018-01-11 14:12:54
S,2018-01-11 14:13:08
B,2018-01-11 14:14:13
S,2018-01-11 14:14:32
S,2018-01-11 14:14:34
S,2018-01-11 14:16:21
B,2018-01-11 14:16:32
S,2018-01-11 14:17:57
B,2018-01-11 14:19:05
B,2018-01-11 14:19:45
B,2018-01-11 14:20:13
B,2018-01-11 14:20:20
B,2018-01-11 14:21:01
S,2018-01-11 14:21:19
B,2018-01-11 14:21:34
B,2018-01-11 14:22:27
B,2018-01-11 14:22:47
S,2018-01-11 14:23:30
S,2018-01-11 14:23:31
S,2018-01-11 14:23:34
S,2018-01-11 14:23:56
S,2018-01-11 14:24:35
S,2018-01-11 14:24:55
S,2018-01-11 14:25:04
B,2018-01-11 14:25:12
B,2018-01-11 14:25:49
S,2018-01-11 14:25:57
B,2018-01-11 14:26:26
B,2018-01-11 14:27:45
S,2018-01-11 14:28:58
B,2018-01-11 14:29:31
B,2018-01-11 14:30:17
S,2018-01-11 14:30:28
B,2018-01-11 14:30:41
S,2018-01-11 14:31:13
S,2018-01-11 14:31:26
B,2018-01-11 14:31:27
B,2018-01-11 14:31:29
B,2018-01-11 14:31:40
S,2018-01-11 14:31:48
S,2018-01-11 14:32:11
S,2018-01-11 14:32:46
B,2018-01-11 14:33:16
B,2018-01-11 14:33:36
S,2018-01-11 14:33:44
B,2018-01-11 14:33:49
B,2018-01-11 14:33:50
S,2018-01-11 14:36:04
S,2018-01-11 14:36:08
B,2018-01-11 14:37:04
S,2018-01-11 14:37:31
B,2018-01-11 14:37:42
S,2018-01-11 14:37:47
S,2018-01-11 14:39:31
S,2018-01-11 14:39:45
B,2018-01-11 14:39:58
B,2018-01-11 14:40:05
S,2018-01-11 14:40:15
S,2018-01-11 14:41:00
S,2018-01-11 14:41:12
B,2018-01-11 14:41:15
S,2018-01-11 14:41:25
S,2018-01-11 14:41:40
S,2018-01-11 14:41:48
S,2018-01-11 14:42:47
B,2018-01-11 14:43:04
B,2018-01-11 14:43:10
S,2018-01-11 14:43:24
B,2018-01-11 14:43:30
B,2018-01-11 14:44:08
B,2018-01-11 14:44:36
S,2018-01-11 14:45:04
B,2018-01-11 14:45:30
B,2018-01-11 14:46:05
B,2018-01-11 14:46:37
S,2018-01-11 14:47:01
S,2018-01-11 14:47:23
B,2018-01-11 14:47:47
B,2018-01-11 14:48:03
S,2018-01-11 14:48:04
S,2018-01-11 14:48:41
B,2018-01-11 14:49:34
B,2018-01-11 14:50:11
S,2018-01-11 14:50:13
S,2018-01-11 14:50:42
B,2018-01-11 14:51:50
S,2018-01-11 14:52:25
B,2018-01-11 14:52:56
B,2018-01-11 14:53:08
B,2018-01-11 14:53:09
S,2018-01-11 14:53:15
B,2018-01-11 14:53:22
B,2018-01-11 14:53:36
S,2018-01-11 14:53:50
S,2018-01-11 14:53:52
B,2018-01-11 14:54:15
B,2018-01-11 14:54:33
S,2018-01-11 14:54:40
S,2018-01-11 14:55:05
S,2018-01-11 14:55:12
B,2018-01-11 14:55:18
B,2018-01-11 14:56:43
B,2018-01-11 14:57:01
S,2018-01-11 14:57:32
B,2018-01-11 14:57:37
S,2018-01-11 14:57:44
B,2018-01-11 14:58:13
S,2018-01-11 14:58:18
B,2018-01-11 15:00:11
B,2018-01-11 15:00:29
S,2018-01-11 15:00:42
S,2018-01-11 15:01:49
B,2018-01-11 15:03:09
S,2018-01-11 15:03:13
S,2018-01-11 15:03:27
B,2018-01-11 15:03:31
S,2018-01-11 15:03:32
B,2018-01-11 15:03:35
B,2018-01-11 15:04:03
S,2018-01-11 15:04:23
S,2018-01-11 15:04:27
B,2018-01-11 15:04:37
B,2018-01-11 15:04:59
B,2018-01-11 15:05:44
B,2018-01-11 15:05:49
B,2018-01-11 15:06:02
B,2018-01-11 15:06:48
S,2018-01-11 15:07:44
S,2018-01-11 15:07:48
S,2018-01-11 15:13:12
B,2018-01-11 15:13:52
S,2018-01-11 15:14:10
B,2018-01-11 15:15:00
B,2018-01-11 15:15:19
S,2018-01-11 15:16:15
B,2018-01-11 15:16:38
B,2018-01-11 15:17:22
B,2018-01-11 15:17:32
B,2018-01-11 15:17:46
B,2018-01-11 15:19:12
B,2018-01-11 15:20:22
S,2018-01-11 15:20:31
B,2018-01-11 15:21:05
B,2018-01-11 15:22:07
B,2018-01-11 15:22:37
B,2018-01-11 15:24:20
S,2018-01-11 15:24:22
S,2018-01-11 15:24:34
B,2018-01-11 15:25:43
B,2018-01-11 15:25:49
B,2018-01-11 15:26:12
S,2018-01-11 15:27:25
S,2018-01-11 15:27:50
S,2018-01-11 15:28:03
S,2018-01-11 15:28:59
B,2018-01-11 15:30:42
S,2018-01-11 15:31:02
S,2018-01-11 15:31:28
B,2018-01-11 15:33:24
B,2018-01-11 15:33:36
S,2018-01-11 15:33:56
S,2018-01-11 15:35:32
S,2018-01-11 15:35:59
S,2018-01-11 15:36:53
B,2018-01-11 15:36:57
B,2018-01-11 15:37:08
S,2018-01-11 15:37:10
S,2018-01-11 15:37:18
S,2018-01-11 15:37:31
S,2018-01-11 15:38:39
S,2018-01-11 15:39:06
B,2018-01-11 15:40:03
B,2018-01-11 15:40:21
B,2018-01-11 15:40:26
S,2018-01-11 15:40:45
S,2018-01-11 15:41:30
B,2018-01-11 15:42:24
B,2018-01-11 15:42:39
S,2018-01-11 15:42:50
B,2018-01-11 15:43:25
S,2018-01-11 15:44:11
S,2018-01-11 15:44:36
B,2018-01-11 15:45:20
B,2018-01-11 15:45:48
B,2018-01-11 15:45:55
S,2018-01-11 15:47:13
S,2018-01-11 15:48:09
B,2018-01-11 15:49:30
S,2018-01-11 15:49:35
S,2018-01-11 15:49:49
S,2018-01-11 15:50:12
B,2018-01-11 15:50:13
S,2018-01-11 15:50:44
B,2018-01-11 15:50:51
B,2018-01-11 15:51:22
S,2018-01-11 15:51:43
B,2018-01-11 15:52:11
S,2018-01-11 15:52:18
B,2018-01-11 15:52:19
B,2018-01-11 15:52:37
S,2018-01-11 15:53:34
B,2018-01-11 15:54:20
B,2018-01-11 15:54:22
B,2018-01-11 15:54:27
S,2018-01-11 15:55:40
S,2018-01-11 15:56:43
B,2018-01-11 15:57:15
B,2018-01-11 15:57:32
B,2018-01-11 15:57:43
S,2018-01-11 15:57:46
S,2018-01-11 15:58:47
B,2018-01-11 15:58:49
S,2018-01-11 15:58:58
S,2018-01-11 15:59:24
S,2018-01-11 15:59:29
S,2018-01-11 15:59:46
B,2018-01-11 16:00:05
S,2018-01-11 16:00:11
S,2018-01-11 16:01:14
B,2018-01-11 16:01:38
B,2018-01-11 16:02:02
S,2018-01-11 16:02:35
S,2018-01-11 16:03:18
B,2018-01-11 16:05:31
B,2018-01-11 16:05:54
B,2018-01-11 16:06:00
S,2018-01-11 16:07:06
S,2018-01-11 16:07:57
B,2018-01-11 16:08:16
S,2018-01-11 16:08:36
B,2018-01-11 16:08:43
S,2018-01-11 16:08:53
B,2018-01-11 16:09:19
B,2018-01-11 16:09:43
S,2018-01-11 16:09:55
S,2018-01-11 16:10:24
S,2018-01-11 16:12:07
S,2018-01-11 16:12:17
S,2018-01-11 16:12:27
S,2018-01-11 16:12:48
B,2018-01-11 16:13:13
S,2018-01-11 16:13:30
B,2018-01-11 16:13:46
B,2018-01-11 16:14:47
S,2018-01-11 16:14:56
B,2018-01-11 16:16:14
B,2018-01-11 16:16:20
S,2018-01-11 16:16:41
S,2018-01-11 16:16:48
S,2018-01-11 16:17:18
B,2018-01-11 16:17:45
S,2018-01-11 16:18:07
S,2018-01-11 16:18:39
S,2018-01-11 16:18:58
S,2018-01-11 16:18:59
B,2018-01-11 16:19:51
S,2018-01-11 16:19:53
B,2018-01-11 16:20:14
S,2018-01-11 16:20:19
B,2018-01-11 16:21:14
B,2018-01-11 16:21:35
B,2018-01-11 16:21:38
S,2018-01-11 16:22:01
B,2018-01-11 16:22:37
S,2018-01-11 16:23:33
S,2018-01-11 16:23:57
S,2018-01-11 16:24:33
S,2018-01-11 16:24:41
S,2018-01-11 16:24:50
B,2018-01-11 16:25:27
S,2018-01-11 16:25:44
B,2018-01-11 16:26:41
B,2018-01-11 16:26:44
B,2018-01-11 16:27:12
B,2018-01-11 16:27:32
B,2018-01-11 16:27:42
B,2018-01-11 16:28:03
B,2018-01-11 16:28:16
S,2018-01-11 16:28:38
B,2018-01-11 16:28:47
S,2018-01-11 16:28:49
B,2018-01-11 16:28:50
B,2018-01-11 16:29:11
B,2018-01-11 16:29:56
B,2018-01-11 16:30:19
S,2018-01-11 16:30:57
S,2018-01-11 16:31:09
S,2018-01-11 16:32:11
B,2018-01-11 16:32:13
B,2018-01-11 16:32:25
B,2018-01-11 16:32:34
S,2018-01-11 16:33:48
B,2018-01-11 16:34:59
S,2018-01-11 16:35:21
S,2018-01-11 16:35:22
B,2018-01-11 16:35:28
B,2018-01-11 16:35:32
S,2018-01-11 16:35:43
S,2018-01-11 16:35:55
S,2018-01-11 16:36:31
B,2018-01-11 16:36:40
B,2018-01-11 16:38:01
B,2018-01-11 16:38:13
B,2018-01-11 16:38:15
B,2018-01-11 16:39:33
B,2018-01-11 16:39:38
S,2018-01-11 16:40:32
S,2018-01-11 16:41:22
S,2018-01-11 16:42:35
B,2018-01-11 16:43:18
S,2018-01-11 16:44:06
B,2018-01-11 16:44:40
B,2018-01-11 16:44:49
S,2018-01-11 16:44:51
B,2018-01-11 16:45:02
S,2018-01-11 16:45:47
S,2018-01-11 16:46:23
B,2018-01-11 16:46:28
S,2018-01-11 16:47:09
S,2018-01-11 16:47:35
S,2018-01-11 16:47:50
S,2018-01-11 16:48:04
B,2018-01-11 16:48:07
S,2018-01-11 16:48:36
S,2018-01-11 16:48:40
S,2018-01-11 16:49:00
B,2018-01-11 16:49:11
S,2018-01-11 16:49:12
B,2018-01-11 16:49:43
S,2018-01-11 16:49:49
S,2018-01-11 16:49:54
S,2018-01-11 16:50:20
B,2018-01-11 16:51:23
B,2018-01-11 16:52:08
B,2018-01-11 16:52:41
B,2018-01-11 16:52:57
B,2018-01-11 16:52:58
B,2018-01-11 16:53:15
S,2018-01-11 16:53:18
B,2018-01-11 16:53:38
S,2018-01-11 16:55:12
B,2018-01-11 16:55:36
B,2018-01-11 16:55:51
B,2018-01-11 16:55:58
S,2018-01-11 16:56:37
B,2018-01-11 16:57:21
B,2018-01-11 16:57:35
S,2018-01-11 16:57:51
S,2018-01-11 16:58:25
S,2018-01-11 16:58:27
S,2018-01-11 16:59:09
B,2018-01-11 16:59:27
S,2018-01-11 16:59:55
B,2018-01-11 17:00:08
B,2018-01-11 17:00:39
S,2018-01-11 17:00:51
B,2018-01-11 17:00:54
S,2018-01-11 17:02:22
B,2018-01-11 17:02:42
S,2018-01-11 17:02:45
S,2018-01-11 17:02:49
S,2018-01-11 17:02:59
S,2018-01-11 17:03:08
S,2018-01-11 17:03:17
S,2018-01-11 17:03:20
B,2018-01-11 17:03:45
B,2018-01-11 17:05:14
B,2018-01-11 17:05:26
S,2018-01-11 17:05:33
B,2018-01-11 17:05:54
S,2018-01-11 17:06:45
B,2018-01-11 17:06:49
B,2018-01-11 17:07:08
S,2018-01-11 17:07:16
B,2018-01-11 17:07:47
B,2018-01-11 17:08:05
B,2018-01-11 17:08:21
S,2018-01-11 17:08:25
B,2018-01-11 17:09:05
S,2018-01-11 17:09:25
B,2018-01-11 17:09:35
B,2018-01-11 17:09:41
B,2018-01-11 17:10:21
B,2018-01-11 17:10:36
S,2018-01-11 17:11:02
B,2018-01-11 17:11:28
S,2018-01-11 17:12:33
S,2018-01-11 17:13:37
B,2018-01-11 17:13:49
B,2018-01-11 17:14:25
S,2018-01-11 17:14:37
S,2018-01-11 17:14:48
B,2018-01-11 17:15:50
B,2018-01-11 17:16:36
B,2018-01-11 17:16:49
B,2018-01-11 17:16:50
B,2018-01-11 17:16:53
S,2018-01-11 17:17:38
B,2018-01-11 17:19:39
B,2018-01-11 17:19:41
S,2018-01-11 17:19:52
B,2018-01-11 17:20:35
B,2018-01-11 17:20:57
S,2018-01-11 17:22:15
B,2018-01-11 17:22:39
S,2018-01-11 17:22:54
B,2018-01-11 17:23:37
B,2018-01-11 17:24:02
B,2018-01-11 17:24:09
S,2018-01-11 17:25:30
S,2018-01-11 17:25:31
S,2018-01-11 17:26:06
S,2018-01-11 17:26:07
B,2018-01-11 17:26:09
S,2018-01-11 17:26:33
S,2018-01-11 17:26:38
S,2018-01-11 17:26:54
B,2018-01-11 17:27:42
B,2018-01-11 17:28:30
S,2018-01-11 17:28:35
S,2018-01-11 17:29:36
B,2018-01-11 17:30:10
S,2018-01-11 17:30:35
S,2018-01-11 17:30:44
S,2018-01-11 17:31:10
S,2018-01-11 17:32:49
B,2018-01-11 17:33:08
B,2018-01-11 17:33:23
B,2018-01-11 17:33:38
S,2018-01-11 17:33:48
S,2018-01-11 17:33:56
B,2018-01-11 17:34:41
B,2018-01-11 17:34:55
B,2018-01-11 17:35:03
S,2018-01-11 17:35:28
B,2018-01-11 17:35:44
S,2018-01-11 17:36:00
S,2018-01-11 17:37:17
B,2018-01-11 17:37:19
B,2018-01-11 17:37:40
S,2018-01-11 17:37:52
B,2018-01-11 17:38:56
B,2018-01-11 17:39:07
S,2018-01-11 17:39:20
S,2018-01-11 17:39:31
S,2018-01-11 17:39:32
S,2018-01-11 17:40:19
S,2018-01-11 17:41:02
B,2018-01-11 17:41:36
S,2018-01-11 17:41:42
S,2018-01-11 17:42:30
S,2018-01-11 17:43:28
B,2018-01-11 17:43:58
S,2018-01-11 17:44:02
S,2018-01-11 17:44:08
S,2018-01-11 17:44:23
B,2018-01-11 17:44:49
S,2018-01-11 17:45:00
S,2018-01-11 17:45:11
S,2018-01-11 17:45:14
B,2018-01-11 17:45:30
B,2018-01-11 17:45:49
B,2018-01-11 17:46:30
B,2018-01-11 17:46:31
S,2018-01-11 17:46:40
S,2018-01-11 17:47:24
B,2018-01-11 17:48:02
B,2018-01-11 17:48:13
S,2018-01-11 17:49:07
S,2018-01-11 17:49:30
B,2018-01-11 17:50:38
B,2018-01-11 17:51:08
B,2018-01-11 17:51:09
B,2018-01-11 17:51:37
S,2018-01-11 17:51:54
B,2018-01-11 17:52:15
B,2018-01-11 17:52:16
S,2018-01-11 17:52:53
S,2018-01-11 17:53:02
S,2018-01-11 17:54:02
S,2018-01-11 17:54:07
S,2018-01-11 17:54:18
B,2018-01-11 17:54:21
B,2018-01-11 17:54:32
B,2018-01-11 17:55:00
S,2018-01-11 17:55:04
B,2018-01-11 17:55:25
S,2018-01-11 17:55:32
B,2018-01-11 17:57:13
B,2018-01-11 17:57:36
S,2018-01-11 17:58:29
S,2018-01-11 17:58:47
B,2018-01-11 17:58:52
B,2018-01-11 17:58:58
B,2018-01-11 17:59:18
B,2018-01-11 17:59:37
B,2018-01-11 18:00:49
S,2018-01-11 18:01:26
S,2018-01-11 18:01:46
S,2018-01-11 18:02:22
S,2018-01-11 18:02:36
B,2018-01-11 18:03:58
B,2018-01-11 18:04:01
S,2018-01-11 18:04:21
B,2018-01-11 18:04:41
S,2018-01-11 18:04:44
B,2018-01-11 18:05:00
B,2018-01-11 18:05:43
B,2018-01-11 18:06:05
S,2018-01-11 18:06:21
S,2018-01-11 18:06:52
S,2018-01-11 18:07:37
S,2018-01-11 18:07:55
B,2018-01-11 18:09:31
B,2018-01-11 18:09:55
B,2018-01-11 18:10:32
B,2018-01-11 18:10:37
S,2018-01-11 18:11:32
B,2018-01-11 18:12:37
B,2018-01-11 18:13:04
B,2018-01-11 18:13:20
S,2018-01-11 18:14:29
S,2018-01-11 18:15:33
S,2018-01-11 18:16:28
B,2018-01-11 18:18:00
S,2018-01-11 18:19:18
B,2018-01-11 18:19:19
B,2018-01-11 18:19:34
B,2018-01-11 18:20:37
S,2018-01-11 18:21:39
S,2018-01-11 18:22:16
B,2018-01-11 18:22:47
B,2018-01-11 18:24:08
S,2018-01-11 18:24:12
S,2018-01-11 18:24:34
S,2018-01-11 18:26:27
B,2018-01-11 18:26:39
B,2018-01-11 18:26:46
B,2018-01-11 18:27:32
S,2018-01-11 18:27:42
S,2018-01-11 18:27:51
S,2018-01-11 18:28:10
B,2018-01-11 18:30:23
B,2018-01-11 18:31:11
S,2018-01-11 18:31:47
B,2018-01-11 18:31:56
S,2018-01-11 18:32:15
B,2018-01-11 18:32:32
S,2018-01-11 18:32:52
B,2018-01-11 18:33:46
B,2018-01-11 18:33:47
S,2018-01-11 18:34:16
S,2018-01-11 18:35:03
S,2018-01-11 18:35:19
S,2018-01-11 18:35:32
S,2018-01-11 18:36:01
B,2018-01-11 18:37:09
S,2018-01-11 18:37:49
S,2018-01-11 18:38:38
S,2018-01-11 18:39:05
B,2018-01-11 18:41:27
S,2018-01-11 18:42:12
S,2018-01-11 18:42:32
S,2018-01-11 18:42:52
B,2018-01-11 18:42:53
B,2018-01-11 18:43:04
S,2018-01-11 18:43:30
B,2018-01-11 18:43:56
S,2018-01-11 18:43:59
B,2018-01-11 18:44:11
S,2018-01-11 18:44:23
B,2018-01-11 18:44:37
S,2018-01-11 18:45:21
S,2018-01-11 18:45:32
B,2018-01-11 18:46:10
S,2018-01-11 18:46:19
S,2018-01-11 18:46:28
S,2018-01-11 18:46:29
S,2018-01-11 18:47:13
B,2018-01-11 18:47:26
S,2018-01-11 18:47:57
B,2018-01-11 18:48:33
B,2018-01-11 18:48:45
B,2018-01-11 18:48:50
B,2018-01-11 18:49:21
S,2018-01-11 18:49:31
S,2018-01-11 18:50:44
B,2018-01-11 18:51:29
S,2018-01-11 18:51:51
B,2018-01-11 18:52:41
S,2018-01-11 18:53:47
S,2018-01-11 18:54:37
S,2018-01-11 18:55:05
B,2018-01-11 18:55:13
B,2018-01-11 18:55:30
S,2018-01-11 18:55:46
B,2018-01-11 18:55:55
B,2018-01-11 18:56:23
S,2018-01-11 18:57:02
B,2018-01-11 18:58:08
S,2018-01-11 18:58:36
S,2018-01-11 18:59:21
S,2018-01-11 18:59:25
B,2018-01-11 18:59:36
S,2018-01-11 19:00:07
S,2018-01-11 19:00:33
B,2018-01-11 19:00:34
B,2018-01-11 19:00:44
B,2018-01-11 19:01:18
B,2018-01-11 19:01:23
S,2018-01-11 19:02:24
B,2018-01-11 19:02:31
B,2018-01-11 19:03:01
B,2018-01-11 19:03:54
B,2018-01-11 19:03:56
S,2018-01-11 19:05:14
B,2018-01-11 19:05:25
S,2018-01-11 19:06:21
B,2018-01-11 19:06:46
S,2018-01-11 19:06:54
S,2018-01-11 19:06:59
B,2018-01-11 19:07:36
S,2018-01-11 19:07:39
B,2018-01-11 19:08:02
S,2018-01-11 19:08:59
S,2018-01-11 19:09:48
S,2018-01-11 19:10:21
B,2018-01-11 19:10:48
S,2018-01-11 19:10:55
B,2018-01-11 19:11:02
S,2018-01-11 19:11:07
S,2018-01-11 19:11:21
S,2018-01-11 19:12:00
S,2018-01-11 19:13:03
S,2018-01-11 19:14:34
S,2018-01-11 19:14:45
B,2018-01-11 19:14:47
B,2018-01-11 19:15:01
B,2018-01-11 19:15:17
S,2018-01-11 19:15:55
B,2018-01-11 19:16:04
S,2018-01-11 19:17:14
B,2018-01-11 19:17:21
B,2018-01-11 19:17:30
S,2018-01-11 19:17:45
S,2018-01-11 19:18:10
B,2018-01-11 19:18:44
B,2018-01-11 19:19:00
B,2018-01-11 19:19:57
B,2018-01-11 19:21:00
S,2018-01-11 19:21:08
B,2018-01-11 19:21:10
S,2018-01-11 19:22:25
S,2018-01-11 19:24:07
B,2018-01-11 19:24:15
S,2018-01-11 19:24:51
B,2018-01-11 19:25:15
S,2018-01-11 19:25:22
S,2018-01-11 19:25:53
B,2018-01-11 19:26:23
S,2018-01-11 19:26:49
S,2018-01-11 19:26:54
B,2018-01-11 19:27:55
S,2018-01-11 19:28:18
S,2018-01-11 19:28:27
B,2018-01-11 19:28:51
B,2018-01-11 19:29:09
S,2018-01-11 19:29:10
S,2018-01-11 19:29:15
S,2018-01-11 19:29:41
B,2018-01-11 19:29:43
S,2018-01-11 19:29:58
S,2018-01-11 19:30:04
S,2018-01-11 19:30:27
S,2018-01-11 19:30:33
S,2018-01-11 19:30:34
S,2018-01-11 19:30:40
B,2018-01-11 19:30:49
B,2018-01-11 19:31:13
S,2018-01-11 19:31:38
S,2018-01-11 19:32:12
B,2018-01-11 19:32:33
B,2018-01-11 19:33:10
B,2018-01-11 19:33:30
S,2018-01-11 19:34:48
S,2018-01-11 19:34:55
S,2018-01-11 19:35:15
S,2018-01-11 19:37:08
B,2018-01-11 19:37:21
B,2018-01-11 19:37:47
B,2018-01-11 19:38:00
