Side,Time
S,2018-01-09 01:00:26
S,2018-01-09 01:00:44
B,2018-01-09 01:01:13
B,2018-01-09 01:02:22
S,2018-01-09 01:02:49
S,2018-01-09 01:03:02
S,2018-01-09 01:03:28
B,2018-01-09 01:04:32
S,2018-01-09 01:05:12
B,2018-01-09 01:05:29
S,2018-01-09 01:06:32
S,2018-01-09 01:06:36
B,2018-01-09 01:08:12
B,2018-01-09 01:08:20
S,2018-01-09 01:08:38
S,2018-01-09 01:09:09
S,2018-01-09 01:09:14
B,2018-01-09 01:09:29
B,2018-01-09 01:09:31
B,2018-01-09 01:10:32
B,2018-01-09 01:10:41
B,2018-01-09 01:10:46
B,2018-01-09 01:11:08
S,2018-01-09 01:11:54
S,2018-01-09 01:12:26
B,2018-01-09 01:12:37
S,2018-01-09 01:12:38
S,2018-01-09 01:14:45
B,2018-01-09 01:14:50
S,2018-01-09 01:14:52
B,2018-01-09 01:15:22
B,2018-01-09 01:16:02
S,2018-01-09 01:16:13
B,2018-01-09 01:16:21
B,2018-01-09 01:16:39
B,2018-01-09 01:16:43
B,2018-01-09 01:17:09
B,2018-01-09 01:18:20
B,2018-01-09 01:18:36
B,2018-01-09 01:19:12
B,2018-01-09 01:19:51
S,2018-01-09 01:20:48
S,2018-01-09 01:21:02
S,2018-01-09 01:21:04
B,2018-01-09 01:21:14
B,2018-01-09 01:21:54
S,2018-01-09 01:22:27
S,2018-01-09 01:22:28
S,2018-01-09 01:23:26
B,2018-01-09 01:23:46
S,2018-01-09 01:24:25
S,2018-01-09 01:24:27
B,2018-01-09 01:25:13
S,2018-01-09 01:26:10
B,2018-01-09 01:26:40
B,2018-01-09 01:27:03
B,2018-01-09 01:27:19
S,2018-01-09 01:27:39
S,2018-01-09 01:27:48
B,2018-01-09 01:27:49
S,2018-01-09 01:28:42
S,2018-01-09 01:28:51
S,2018-01-09 01:30:42
S,2018-01-09 01:30:47
B,2018-01-09 01:30:59
S,2018-01-09 01:31:03
B,2018-01-09 01:31:46
B,2018-01-09 01:32:59
S,2018-01-09 01:33:36
B,2018-01-09 01:33:37
S,2018-01-09 01:33:49
S,2018-01-09 01:34:05
B,2018-01-09 01:34:18
B,2018-01-09 01:34:19
B,2018-01-09 01:34:47
B,2018-01-09 01:35:03
S,2018-01-09 01:35:20
S,2018-01-09 01:35:46
S,2018-01-09 01:36:00
B,2018-01-09 01:36:24
B,2018-01-09 01:37:05
B,2018-01-09 01:37:41
S,2018-01-09 01:40:56
B,2018-01-09 01:41:01
S,2018-01-09 01:41:33
B,2018-01-09 01:41:39
S,2018-01-09 01:42:36
S,2018-01-09 01:43:11
B,2018-01-09 01:44:02
B,2018-01-09 01:45:23
S,2018-01-09 01:45:34
S,2018-01-09 01:45:44
B,2018-01-09 01:45:52
B,2018-01-09 01:46:02
S,2018-01-09 01:46:27
B,2018-01-09 01:46:50
S,2018-01-09 01:47:21
S,2018-01-09 01:48:19
B,2018-01-09 01:48:50
B,2018-01-09 01:49:12
B,2018-01-09 01:49:18
B,2018-01-09 01:49:59
B,2018-01-09 01:50:48
S,2018-01-09 01:51:05
S,2018-01-09 01:51:48
B,2018-01-09 01:51:59
B,2018-01-09 01:54:54
B,2018-01-09 01:55:28
S,2018-01-09 01:55:43
B,2018-01-09 01:55:53
B,2018-01-09 01:57:11
S,2018-01-09 01:57:29
S,2018-01-09 01:58:02
B,2018-01-09 01:58:14
B,2018-01-09 01:58:44
B,2018-01-09 01:58:59
S,2018-01-09 01:59:01
B,2018-01-09 01:59:07
B,2018-01-09 01:59:36
B,2018-01-09 02:00:06
S,2018-01-09 02:01:11
S,2018-01-09 02:01:37
B,2018-01-09 02:02:24
B,2018-01-09 02:02:41
S,2018-01-09 02:03:11
S,2018-01-09 02:03:44
S,2018-01-09 02:04:51
S,2018-01-09 02:05:00
S,2018-01-09 02:05:27
S,2018-01-09 02:05:37
S,2018-01-09 02:06:27
S,2018-01-09 02:06:31
S,2018-01-09 02:06:32
B,2018-01-09 02:07:22
B,2018-01-09 02:07:51
B,2018-01-09 02:08:35
S,2018-01-09 02:08:46
B,2018-01-09 02:08:56
S,2018-01-09 02:09:20
S,2018-01-09 02:09:33
B,2018-01-09 02:09:57
S,2018-01-09 02:10:07
B,2018-01-09 02:10:50
B,2018-01-09 02:10:51
B,2018-01-09 02:11:26
S,2018-01-09 02:12:27
B,2018-01-09 02:12:37
S,2018-01-09 02:13:40
B,2018-01-09 02:13:59
B,2018-01-09 02:14:00
B,2018-01-09 02:14:02
S,2018-01-09 02:14:17
S,2018-01-09 02:16:04
S,2018-01-09 02:16:35
B,2018-01-09 02:16:44
B,2018-01-09 02:17:14
S,2018-01-09 02:17:17
S,2018-01-09 02:17:33
S,2018-01-09 02:18:20
S,2018-01-09 02:18:22
S,2018-01-09 02:19:15
S,2018-01-09 02:19:35
B,2018-01-09 02:20:08
S,2018-01-09 02:20:23
B,2018-01-09 02:21:03
B,2018-01-09 02:21:04
S,2018-01-09 02:21:08
S,2018-01-09 02:22:36
B,2018-01-09 02:22:52
S,2018-01-09 02:22:55
S,2018-01-09 02:22:57
B,2018-01-09 02:23:47
B,2018-01-09 02:24:23
B,2018-01-09 02:25:42
S,2018-01-09 02:26:01
B,2018-01-09 02:26:44
S,2018-01-09 02:27:01
B,2018-01-09 02:27:38
B,2018-01-09 02:28:36
B,2018-01-09 02:28:46
S,2018-01-09 02:29:36
S,2018-01-09 02:29:39
B,2018-01-09 02:30:14
B,2018-01-09 02:30:24
B,2018-01-09 02:31:22
S,2018-01-09 02:31:34
B,2018-01-09 02:31:48
S,2018-01-09 02:32:22
B,2018-01-09 02:32:36
B,2018-01-09 02:32:38
B,2018-01-09 02:33:04
B,2018-01-09 02:33:28
B,2018-01-09 02:33:46
B,2018-01-09 02:34:39
S,2018-01-09 02:36:58
B,2018-01-09 02:37:15
S,2018-01-09 02:37:32
B,2018-01-09 02:37:43
B,2018-01-09 02:38:27
S,2018-01-09 02:38:37
B,2018-01-09 02:39:15
S,2018-01-09 02:39:34
S,2018-01-09 02:39:38
B,2018-01-09 02:40:30
S,2018-01-09 02:40:57
S,2018-01-09 02:41:02
B,2018-01-09 02:41:04
S,2018-01-09 02:41:08
B,2018-01-09 02:41:11
B,2018-01-09 02:41:27
B,2018-01-09 02:41:53
B,2018-01-09 02:42:10
S,2018-01-09 02:43:29
B,2018-01-09 02:43:47
B,2018-01-09 02:43:53
S,2018-01-09 02:45:44
B,2018-01-09 02:46:26
B,2018-01-09 02:46:35
S,2018-01-09 02:48:07
S,2018-01-09 02:48:40
S,2018-01-09 02:49:26
S,2018-01-09 02:49:40
S,2018-01-09 02:49:44
S,2018-01-09 02:49:46
S,2018-01-09 02:49:57
B,2018-01-09 02:50:25
S,2018-01-09 02:50:58
S,2018-01-09 02:52:36
S,2018-01-09 02:53:41
B,2018-01-09 02:55:03
B,2018-01-09 02:55:37
S,2018-01-09 02:55:42
S,2018-01-09 02:55:59
S,2018-01-09 02:56:14
B,2018-01-09 02:56:22
B,2018-01-09 02:56:34
S,2018-01-09 02:57:22
B,2018-01-09 02:57:53
S,2018-01-09 02:58:17
B,2018-01-09 02:58:45
B,2018-01-09 03:00:03
S,2018-01-09 03:00:09
S,2018-01-09 03:00:52
S,2018-01-09 03:00:53
S,2018-01-09 03:02:01
B,2018-01-09 03:02:39
B,2018-01-09 03:04:12
B,2018-01-09 03:04:16
S,2018-01-09 03:04:22
B,2018-01-09 03:06:24
S,2018-01-09 03:06:42
B,2018-01-09 03:07:31
S,2018-01-09 03:07:38
S,2018-01-09 03:07:49
B,2018-01-09 03:08:07
S,2018-01-09 03:08:20
S,2018-01-09 03:08:45
B,2018-01-09 03:08:52
S,2018-01-09 03:08:58
S,2018-01-09 03:09:41
S,2018-01-09 03:10:03
B,2018-01-09 03:10:25
B,2018-01-09 03:11:13
S,2018-01-09 03:11:20
B,2018-01-09 03:11:26
S,2018-01-09 03:12:02
S,2018-01-09 03:12:53
S,2018-01-09 03:14:07
S,2018-01-09 03:14:09
S,2018-01-09 03:14:15
B,2018-01-09 03:14:28
S,2018-01-09 03:15:39
B,2018-01-09 03:15:46
B,2018-01-09 03:15:58
S,2018-01-09 03:15:59
S,2018-01-09 03:16:50
B,2018-01-09 03:17:44
B,2018-01-09 03:17:46
B,2018-01-09 03:18:19
S,2018-01-09 03:18:28
B,2018-01-09 03:19:22
S,2018-01-09 03:19:43
S,2018-01-09 03:20:02
S,2018-01-09 03:20:21
B,2018-01-09 03:21:02
S,2018-01-09 03:21:29
S,2018-01-09 03:21:54
S,2018-01-09 03:22:24
S,2018-01-09 03:23:45
S,2018-01-09 03:24:54
B,2018-01-09 03:25:15
S,2018-01-09 03:25:27
S,2018-01-09 03:25:50
B,2018-01-09 03:25:53
S,2018-01-09 03:27:18
B,2018-01-09 03:27:47
S,2018-01-09 03:28:09
B,2018-01-09 03:28:12
B,2018-01-09 03:28:13
S,2018-01-09 03:28:37
S,2018-01-09 03:29:04
S,2018-01-09 03:29:39
B,2018-01-09 03:29:55
B,2018-01-09 03:30:11
B,2018-01-09 03:30:38
S,2018-01-09 03:31:07
B,2018-01-09 03:31:39
B,2018-01-09 03:32:52
S,2018-01-09 03:33:10
B,2018-01-09 03:33:19
B,2018-01-09 03:33:50
S,2018-01-09 03:34:22
B,2018-01-09 03:34:58
S,2018-01-09 03:35:06
S,2018-01-09 03:35:20
S,2018-01-09 03:36:03
S,2018-01-09 03:36:21
S,2018-01-09 03:36:32
B,2018-01-09 03:36:44
B,2018-01-09 03:37:48
S,2018-01-09 03:37:49
S,2018-01-09 03:39:17
B,2018-01-09 03:39:26
S,2018-01-09 03:40:35
S,2018-01-09 03:40:41
S,2018-01-09 03:41:00
B,2018-01-09 03:41:58
B,2018-01-09 03:42:14
S,2018-01-09 03:42:18
S,2018-01-09 03:42:20
B,2018-01-09 03:42:26
B,2018-01-09 03:42:45
S,2018-01-09 03:43:13
S,2018-01-09 03:43:34
B,2018-01-09 03:44:00
B,2018-01-09 03:44:50
B,2018-01-09 03:45:08
S,2018-01-09 03:46:58
B,2018-01-09 03:47:14
S,2018-01-09 03:47:17
B,2018-01-09 03:47:51
B,2018-01-09 03:47:57
B,2018-01-09 03:48:00
B,2018-01-09 03:48:11
S,2018-01-09 03:49:18
S,2018-01-09 03:49:27
B,2018-01-09 03:49:37
S,2018-01-09 03:49:41
B,2018-01-09 03:49:51
B,2018-01-09 03:49:52
B,2018-01-09 03:50:21
B,2018-01-09 03:50:25
S,2018-01-09 03:52:02
B,2018-01-09 03:52:09
B,2018-01-09 03:52:13
S,2018-01-09 03:52:26
B,2018-01-09 03:52:37
B,2018-01-09 03:52:38
B,2018-01-09 03:53:09
S,2018-01-09 03:53:32
B,2018-01-09 03:54:24
S,2018-01-09 03:55:09
B,2018-01-09 03:56:25
B,2018-01-09 03:56:37
S,2018-01-09 03:56:54
B,2018-01-09 03:59:49
B,2018-01-09 04:00:00
S,2018-01-09 04:00:26
S,2018-01-09 04:01:10
S,2018-01-09 04:01:20
S,2018-01-09 04:01:25
S,2018-01-09 04:01:56
B,2018-01-09 04:02:05
S,2018-01-09 04:02:42
B,2018-01-09 04:03:49
B,2018-01-09 04:03:50
B,2018-01-09 04:04:08
S,2018-01-09 04:05:10
S,2018-01-09 04:05:15
B,2018-01-09 04:05:32
S,2018-01-09 04:08:19
S,2018-01-09 04:08:53
S,2018-01-09 04:09:29
S,2018-01-09 04:10:41
B,2018-01-09 04:10:48
B,2018-01-09 04:11:18
S,2018-01-09 04:11:25
B,2018-01-09 04:11:28
S,2018-01-09 04:11:45
S,2018-01-09 04:12:52
B,2018-01-09 04:12:56
B,2018-01-09 04:14:51
B,2018-01-09 04:14:57
S,2018-01-09 04:15:15
B,2018-01-09 04:16:18
S,2018-01-09 04:16:41
B,2018-01-09 04:16:46
B,2018-01-09 04:17:03
S,2018-01-09 04:17:04
S,2018-01-09 04:17:05
S,2018-01-09 04:17:09
S,2018-01-09 04:17:11
S,2018-01-09 04:17:40
S,2018-01-09 04:17:42
S,2018-01-09 04:18:07
S,2018-01-09 04:18:33
B,2018-01-09 04:19:53
S,2018-01-09 04:20:26
S,2018-01-09 04:21:06
B,2018-01-09 04:22:38
S,2018-01-09 04:22:50
B,2018-01-09 04:23:15
B,2018-01-09 04:23:31
S,2018-01-09 04:23:39
B,2018-01-09 04:23:44
S,2018-01-09 04:23:48
B,2018-01-09 04:24:12
B,2018-01-09 04:24:27
B,2018-01-09 04:24:37
S,2018-01-09 04:24:38
S,2018-01-09 04:25:20
B,2018-01-09 04:25:52
B,2018-01-09 04:27:01
S,2018-01-09 04:28:08
S,2018-01-09 04:28:27
B,2018-01-09 04:28:29
B,2018-01-09 04:29:01
S,2018-01-09 04:29:08
S,2018-01-09 04:29:32
S,2018-01-09 04:29:45
S,2018-01-09 04:30:01
S,2018-01-09 04:30:29
B,2018-01-09 04:32:03
S,2018-01-09 04:32:24
B,2018-01-09 04:32:49
S,2018-01-09 04:33:51
B,2018-01-09 04:34:43
S,2018-01-09 04:34:50
S,2018-01-09 04:35:28
B,2018-01-09 04:35:43
B,2018-01-09 04:35:56
S,2018-01-09 04:36:24
S,2018-01-09 04:36:40
S,2018-01-09 04:36:59
S,2018-01-09 04:37:17
S,2018-01-09 04:39:05
B,2018-01-09 04:39:50
B,2018-01-09 04:39:55
S,2018-01-09 04:40:54
B,2018-01-09 04:41:51
B,2018-01-09 04:42:03
B,2018-01-09 04:42:08
S,2018-01-09 04:42:43
B,2018-01-09 04:42:45
S,2018-01-09 04:43:02
B,2018-01-09 04:43:20
S,2018-01-09 04:43:41
B,2018-01-09 04:43:55
S,2018-01-09 04:44:11
S,2018-01-09 04:44:12
B,2018-01-09 04:44:49
S,2018-01-09 04:45:30
S,2018-01-09 04:46:14
S,2018-01-09 04:46:58
S,2018-01-09 04:47:30
S,2018-01-09 04:47:48
S,2018-01-09 04:49:54
S,2018-01-09 04:51:25
S,2018-01-09 04:51:49
B,2018-01-09 04:51:54
B,2018-01-09 04:52:06
S,2018-01-09 04:52:11
S,2018-01-09 04:52:17
B,2018-01-09 04:52:56
B,2018-01-09 04:53:27
B,2018-01-09 04:54:08
S,2018-01-09 04:55:15
B,2018-01-09 04:55:20
S,2018-01-09 04:55:31
S,2018-01-09 04:55:45
B,2018-01-09 04:56:26
S,2018-01-09 04:57:38
S,2018-01-09 04:58:41
S,2018-01-09 04:59:04
S,2018-01-09 04:59:33
B,2018-01-09 04:59:44
B,2018-01-09 05:00:41
S,2018-01-09 05:01:24
S,2018-01-09 05:01:48
B,2018-01-09 05:02:44
S,2018-01-09 05:03:10
B,2018-01-09 05:03:11
S,2018-01-09 05:03:34
S,2018-01-09 05:04:27
B,2018-01-09 05:04:44
B,2018-01-09 05:04:56
B,2018-01-09 05:04:58
B,2018-01-09 05:05:52
S,2018-01-09 05:06:41
B,2018-01-09 05:06:58
S,2018-01-09 05:07:14
B,2018-01-09 05:07:16
B,2018-01-09 05:07:18
S,2018-01-09 05:08:11
B,2018-01-09 05:08:20
B,2018-01-09 05:08:35
B,2018-01-09 05:09:39
B,2018-01-09 05:09:41
S,2018-01-09 05:11:47
S,2018-01-09 05:12:33
B,2018-01-09 05:12:39
B,2018-01-09 05:12:51
B,2018-01-09 05:12:58
S,2018-01-09 05:13:11
S,2018-01-09 05:13:12
S,2018-01-09 05:13:25
S,2018-01-09 05:13:44
B,2018-01-09 05:13:53
B,2018-01-09 05:14:04
B,2018-01-09 05:14:07
S,2018-01-09 05:14:57
B,2018-01-09 05:15:38
S,2018-01-09 05:15:49
S,2018-01-09 05:16:16
B,2018-01-09 05:16:19
B,2018-01-09 05:17:05
B,2018-01-09 05:17:19
S,2018-01-09 05:17:57
S,2018-01-09 05:18:19
B,2018-01-09 05:18:28
B,2018-01-09 05:18:33
S,2018-01-09 05:19:19
B,2018-01-09 05:19:25
S,2018-01-09 05:19:34
S,2018-01-09 05:19:54
B,2018-01-09 05:20:04
B,2018-01-09 05:20:52
B,2018-01-09 05:21:24
B,2018-01-09 05:23:56
S,2018-01-09 05:24:11
S,2018-01-09 05:24:21
S,2018-01-09 05:24:48
B,2018-01-09 05:25:00
S,2018-01-09 05:25:21
B,2018-01-09 05:25:53
B,2018-01-09 05:26:45
B,2018-01-09 05:26:54
B,2018-01-09 05:26:57
B,2018-01-09 05:27:30
B,2018-01-09 05:27:40
S,2018-01-09 05:28:35
B,2018-01-09 05:29:54
S,2018-01-09 05:30:21
S,2018-01-09 05:30:52
B,2018-01-09 05:31:09
B,2018-01-09 05:32:17
B,2018-01-09 05:32:50
S,2018-01-09 05:32:58
B,2018-01-09 05:34:11
S,2018-01-09 05:34:44
B,2018-01-09 05:35:25
B,2018-01-09 05:36:04
S,2018-01-09 05:36:31
S,2018-01-09 05:36:35
B,2018-01-09 05:37:03
S,2018-01-09 05:37:04
S,2018-01-09 05:37:17
S,2018-01-09 05:37:40
S,2018-01-09 05:37:49
S,2018-01-09 05:38:06
B,2018-01-09 05:38:15
B,2018-01-09 05:38:24
S,2018-01-09 05:38:32
B,2018-01-09 05:38:51
B,2018-01-09 05:39:00
S,2018-01-09 05:39:04
B,2018-01-09 05:40:12
S,2018-01-09 05:40:55
S,2018-01-09 05:41:16
B,2018-01-09 05:41:44
S,2018-01-09 05:42:55
S,2018-01-09 05:43:02
S,2018-01-09 05:43:11
S,2018-01-09 05:44:20
S,2018-01-09 05:44:54
B,2018-01-09 05:45:09
B,2018-01-09 05:45:31
S,2018-01-09 05:45:40
S,2018-01-09 05:45:43
B,2018-01-09 05:45:53
S,2018-01-09 05:46:02
B,2018-01-09 05:49:30
S,2018-01-09 05:49:55
S,2018-01-09 05:50:07
S,2018-01-09 05:50:25
S,2018-01-09 05:50:26
S,2018-01-09 05:52:24
S,2018-01-09 05:52:52
S,2018-01-09 05:53:34
B,2018-01-09 05:53:43
B,2018-01-09 05:53:45
B,2018-01-09 05:54:42
S,2018-01-09 05:54:51
S,2018-01-09 05:56:15
S,2018-01-09 05:56:24
S,2018-01-09 05:57:21
S,2018-01-09 05:57:52
S,2018-01-09 05:58:18
S,2018-01-09 05:58:44
B,2018-01-09 06:00:00
S,2018-01-09 06:00:09
B,2018-01-09 06:01:34
B,2018-01-09 06:01:57
S,2018-01-09 06:02:06
S,2018-01-09 06:02:14
B,2018-01-09 06:02:33
B,2018-01-09 06:02:57
S,2018-01-09 06:03:25
S,2018-01-09 06:03:33
B,2018-01-09 06:03:43
S,2018-01-09 06:04:23
S,2018-01-09 06:05:13
S,2018-01-09 06:05:17
B,2018-01-09 06:06:03
B,2018-01-09 06:07:18
B,2018-01-09 06:08:14
S,2018-01-09 06:08:16
S,2018-01-09 06:08:51
B,2018-01-09 06:09:01
B,2018-01-09 06:09:28
B,2018-01-09 06:09:48
S,2018-01-09 06:09:54
B,2018-01-09 06:10:02
B,2018-01-09 06:10:12
S,2018-01-09 06:10:24
S,2018-01-09 06:10:48
S,2018-01-09 06:11:04
B,2018-01-09 06:11:26
S,2018-01-09 06:11:34
S,2018-01-09 06:11:50
B,2018-01-09 06:11:57
S,2018-01-09 06:12:28
B,2018-01-09 06:13:09
B,2018-01-09 06:13:41
S,2018-01-09 06:14:31
S,2018-01-09 06:14:32
S,2018-01-09 06:14:54
S,2018-01-09 06:15:06
S,2018-01-09 06:15:21
S,2018-01-09 06:15:45
B,2018-01-09 06:16:20
B,2018-01-09 06:16:50
S,2018-01-09 06:17:00
B,2018-01-09 06:17:31
S,2018-01-09 06:18:39
B,2018-01-09 06:18:48
B,2018-01-09 06:19:10
B,2018-01-09 06:19:37
S,2018-01-09 06:20:36
B,2018-01-09 06:20:38
S,2018-01-09 06:20:47
B,2018-01-09 06:20:54
B,2018-01-09 06:20:58
B,2018-01-09 06:21:02
B,2018-01-09 06:21:29
B,2018-01-09 06:21:36
S,2018-01-09 06:21:44
S,2018-01-09 06:22:21
B,2018-01-09 06:22:42
B,2018-01-09 06:23:18
B,2018-01-09 06:23:45
B,2018-01-09 06:26:53
S,2018-01-09 06:27:54
B,2018-01-09 06:30:25
S,2018-01-09 06:30:38
B,2018-01-09 06:30:43
S,2018-01-09 06:30:57
B,2018-01-09 06:31:03
B,2018-01-09 06:31:38
S,2018-01-09 06:32:45
B,2018-01-09 06:33:50
B,2018-01-09 06:34:51
B,2018-01-09 06:35:52
S,2018-01-09 06:36:06
B,2018-01-09 06:36:07
B,2018-01-09 06:36:32
S,2018-01-09 06:36:52
S,2018-01-09 06:37:34
S,2018-01-09 06:37:56
B,2018-01-09 06:38:10
B,2018-01-09 06:38:47
B,2018-01-09 06:39:36
S,2018-01-09 06:40:02
B,2018-01-09 06:41:04
B,2018-01-09 06:41:14
S,2018-01-09 06:41:22
S,2018-01-09 06:41:46
S,2018-01-09 06:41:56
S,2018-01-09 06:41:59
S,2018-01-09 06:42:07
B,2018-01-09 06:42:25
S,2018-01-09 06:42:28
B,2018-01-09 06:42:51
B,2018-01-09 06:43:06
S,2018-01-09 06:43:07
S,2018-01-09 06:43:20
S,2018-01-09 06:44:04
B,2018-01-09 06:44:11
S,2018-01-09 06:44:15
S,2018-01-09 06:44:30
S,2018-01-09 06:44:37
S,2018-01-09 06:45:01
S,2018-01-09 06:45:45
B,2018-01-09 06:46:32
B,2018-01-09 06:47:20
B,2018-01-09 06:47:51
S,2018-01-09 06:48:48
S,2018-01-09 06:50:08
S,2018-01-09 06:50:09
B,2018-01-09 06:50:21
S,2018-01-09 06:50:33
S,2018-01-09 06:51:12
S,2018-01-09 06:51:21
B,2018-01-09 06:52:12
S,2018-01-09 06:52:41
B,2018-01-09 06:53:19
S,2018-01-09 06:53:38
B,2018-01-09 06:54:43
B,2018-01-09 06:54:57
B,2018-01-09 06:54:59
S,2018-01-09 06:55:09
S,2018-01-09 06:55:41
B,2018-01-09 06:55:42
B,2018-01-09 06:56:35
S,2018-01-09 06:56:36
S,2018-01-09 06:57:11
B,2018-01-09 06:57:26
S,2018-01-09 06:57:54
S,2018-01-09 06:58:16
S,2018-01-09 06:58:23
S,2018-01-09 07:00:26
B,2018-01-09 07:00:39
S,2018-01-09 07:01:14
S,2018-01-09 07:01:57
B,2018-01-09 07:02:13
B,2018-01-09 07:02:18
S,2018-01-09 07:02:56
S,2018-01-09 07:03:06
S,2018-01-09 07:03:52
S,2018-01-09 07:03:55
B,2018-01-09 07:04:28
B,2018-01-09 07:05:12
B,2018-01-09 07:05:19
S,2018-01-09 07:05:55
S,2018-01-09 07:06:03
S,2018-01-09 07:06:29
S,2018-01-09 07:06:30
B,2018-01-09 07:06:54
B,2018-01-09 07:07:54
S,2018-01-09 07:08:26
B,2018-01-09 07:08:54
S,2018-01-09 07:09:22
S,2018-01-09 07:09:51
B,2018-01-09 07:09:54
S,2018-01-09 07:10:30
S,2018-01-09 07:11:36
B,2018-01-09 07:11:39
S,2018-01-09 07:12:21
S,2018-01-09 07:12:46
B,2018-01-09 07:13:31
S,2018-01-09 07:14:44
B,2018-01-09 07:14:51
S,2018-01-09 07:15:12
B,2018-01-09 07:15:20
B,2018-01-09 07:16:53
B,2018-01-09 07:17:33
S,2018-01-09 07:17:54
B,2018-01-09 07:18:11
B,2018-01-09 07:18:40
B,2018-01-09 07:19:53
B,2018-01-09 07:20:34
B,2018-01-09 07:21:37
S,2018-01-09 07:22:29
S,2018-01-09 07:22:48
S,2018-01-09 07:23:09
S,2018-01-09 07:23:24
S,2018-01-09 07:23:29
S,2018-01-09 07:23:43
S,2018-01-09 07:24:15
B,2018-01-09 07:24:18
S,2018-01-09 07:24:53
B,2018-01-09 07:25:05
B,2018-01-09 07:26:01
S,2018-01-09 07:26:18
B,2018-01-09 07:26:58
B,2018-01-09 07:27:26
B,2018-01-09 07:27:32
B,2018-01-09 07:28:30
S,2018-01-09 07:29:03
S,2018-01-09 07:29:04
S,2018-01-09 07:29:39
S,2018-01-09 07:30:25
S,2018-01-09 07:30:38
S,2018-01-09 07:30:42
S,2018-01-09 07:31:02
S,2018-01-09 07:32:08
S,2018-01-09 07:32:33
S,2018-01-09 07:32:34
B,2018-01-09 07:32:42
S,2018-01-09 07:33:00
B,2018-01-09 07:33:15
B,2018-01-09 07:33:17
B,2018-01-09 07:33:40
B,2018-01-09 07:34:46
S,2018-01-09 07:36:08
B,2018-01-09 07:38:03
S,2018-01-09 07:39:11
S,2018-01-09 07:39:13
B,2018-01-09 07:39:57
S,2018-01-09 07:41:10
B,2018-01-09 07:43:35
B,2018-01-09 07:44:12
S,2018-01-09 07:44:15
S,2018-01-09 07:45:00
B,2018-01-09 07:45:38
S,2018-01-09 07:46:15
S,2018-01-09 07:46:59
S,2018-01-09 07:48:21
B,2018-01-09 07:48:28
B,2018-01-09 07:48:30
S,2018-01-09 07:48:33
S,2018-01-09 07:48:43
S,2018-01-09 07:49:12
S,2018-01-09 07:49:16
S,2018-01-09 07:50:03
B,2018-01-09 07:51:06
S,2018-01-09 07:51:33
B,2018-01-09 07:52:12
S,2018-01-09 07:52:20
B,2018-01-09 07:53:26
S,2018-01-09 07:54:16
B,2018-01-09 07:54:20
S,2018-01-09 07:54:40
B,2018-01-09 07:54:51
B,2018-01-09 07:55:54
B,2018-01-09 07:56:00
B,2018-01-09 07:56:04
B,2018-01-09 07:56:09
B,2018-01-09 07:57:23
S,2018-01-09 07:57:32
B,2018-01-09 08:00:20
S,2018-01-09 08:00:29
S,2018-01-09 08:00:47
S,2018-01-09 08:01:28
S,2018-01-09 08:01:56
S,2018-01-09 08:02:21
B,2018-01-09 08:03:03
B,2018-01-09 08:03:23
B,2018-01-09 08:04:10
S,2018-01-09 08:06:37
B,2018-01-09 08:06:50
B,2018-01-09 08:06:58
B,2018-01-09 08:07:23
B,2018-01-09 08:07:28
B,2018-01-09 08:09:59
S,2018-01-09 08:10:23
B,2018-01-09 08:11:49
S,2018-01-09 08:11:55
S,2018-01-09 08:12:01
S,2018-01-09 08:12:04
S,2018-01-09 08:12:28
S,2018-01-09 08:13:19
B,2018-01-09 08:13:59
B,2018-01-09 08:14:45
B,2018-01-09 08:14:54
S,2018-01-09 08:15:10
B,2018-01-09 08:17:16
B,2018-01-09 08:17:21
S,2018-01-09 08:17:47
S,2018-01-09 08:18:05
S,2018-01-09 08:18:25
S,2018-01-09 08:18:27
B,2018-01-09 08:20:12
S,2018-01-09 08:21:08
S,2018-01-09 08:21:49
B,2018-01-09 08:23:17
B,2018-01-09 08:23:24
S,2018-01-09 08:23:33
B,2018-01-09 08:23:35
S,2018-01-09 08:23:37
S,2018-01-09 08:23:49
B,2018-01-09 08:24:21
B,2018-01-09 08:25:18
S,2018-01-09 08:25:56
S,2018-01-09 08:25:59
S,2018-01-09 08:26:01
B,2018-01-09 08:26:20
S,2018-01-09 08:26:31
S,2018-01-09 08:26:45
S,2018-01-09 08:27:14
S,2018-01-09 08:27:20
S,2018-01-09 08:27:50
B,2018-01-09 08:27:56
S,2018-01-09 08:28:00
S,2018-01-09 08:28:25
S,2018-01-09 08:28:42
S,2018-01-09 08:29:32
B,2018-01-09 08:29:40
B,2018-01-09 08:29:48
B,2018-01-09 08:31:25
S,2018-01-09 08:32:23
S,2018-01-09 08:32:56
B,2018-01-09 08:33:26
B,2018-01-09 08:33:28
B,2018-01-09 08:35:03
S,2018-01-09 08:35:26
S,2018-01-09 08:36:35
B,2018-01-09 08:37:24
B,2018-01-09 08:37:29
B,2018-01-09 08:37:56
S,2018-01-09 08:39:10
S,2018-01-09 08:39:31
S,2018-01-09 08:39:34
B,2018-01-09 08:39:49
B,2018-01-09 08:39:51
S,2018-01-09 08:40:19
B,2018-01-09 08:40:51
S,2018-01-09 08:40:55
B,2018-01-09 08:40:56
B,2018-01-09 08:41:05
B,2018-01-09 08:42:11
B,2018-01-09 08:42:19
